"No.","Time","Source","Destination","Protocol","Length","Info"
"64","2.956033","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","5222  >  51908 [ACK] Seq=917 Ack=392 Win=66816 Len=0"
"65","2.956033","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","5222  >  51908 [ACK] Seq=917 Ack=522 Win=67840 Len=0"
"66","2.964662","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","5222  >  51908 [ACK] Seq=917 Ack=589 Win=67840 Len=0"
"67","2.964662","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","5222  >  51908 [ACK] Seq=917 Ack=629 Win=67840 Len=0"
"68","2.968476","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","5222  >  51908 [ACK] Seq=917 Ack=948 Win=68864 Len=0"
"69","3.052481","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","115","5222  >  51908 [PSH, ACK] Seq=917 Ack=948 Win=68864 Len=41 [TCP segment of a reassembled PDU]"
"70","3.054722","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","113","5222  >  51908 [PSH, ACK] Seq=958 Ack=948 Win=68864 Len=39 [TCP segment of a reassembled PDU]"
"71","3.054800","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","51908  >  5222 [ACK] Seq=948 Ack=997 Win=131072 Len=0"
"72","3.074756","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","592","5222  >  51908 [PSH, ACK] Seq=997 Ack=948 Win=68864 Len=518 [TCP segment of a reassembled PDU]"
"73","3.078717","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","115","Application Data"
"74","3.086535","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","116","5222  >  51908 [PSH, ACK] Seq=1515 Ack=948 Win=68864 Len=42 [TCP segment of a reassembled PDU]"
"75","3.086535","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","116","5222  >  51908 [PSH, ACK] Seq=1557 Ack=948 Win=68864 Len=42 [TCP segment of a reassembled PDU]"
"76","3.086638","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","51908  >  5222 [ACK] Seq=948 Ack=1599 Win=132096 Len=0"
"77","3.095576","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","144","Application Data"
"78","3.120178","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","178","5222  >  51908 [PSH, ACK] Seq=1599 Ack=948 Win=68864 Len=104 [TCP segment of a reassembled PDU]"
"79","3.120268","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","51908  >  5222 [ACK] Seq=948 Ack=1703 Win=132096 Len=0"
"80","3.122194","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","260","5222  >  51908 [PSH, ACK] Seq=1703 Ack=948 Win=68864 Len=186 [TCP segment of a reassembled PDU]"
"81","3.126347","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51892 [ACK] Seq=1 Ack=42 Win=265 Len=0"
"82","3.126591","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","109","Application Data"
"83","3.126679","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51892  >  443 [ACK] Seq=42 Ack=36 Win=1023 Len=0"
"84","3.127320","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","1466","443  >  51892 [ACK] Seq=36 Ack=42 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"85","3.127320","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","1107","Application Data, Application Data"
"86","3.127414","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51892  >  443 [ACK] Seq=42 Ack=2461 Win=1024 Len=0"
"87","3.142012","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=730 Ack=167 Win=339 Len=0"
"88","3.148405","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","QUIC","1292","Initial, DCID=6e2867091f62f7ff, PKN: 1, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING"
"89","3.148418","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","HTTP3","140","0-RTT, DCID=6e2867091f62f7ff, PKN: 2, STREAM(2), SETTINGS"
"90","3.167219","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","51908  >  5222 [ACK] Seq=948 Ack=1889 Win=131840 Len=0"
"91","3.188865","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","1292","Initial, SCID=ee2867091f62f7ff, PKN: 1, ACK, PADDING"
"92","3.213375","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","QUIC","1292","Initial, DCID=ee2867091f62f7ff, PKN: 4, PADDING, PING, PADDING"
"93","3.224003","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","HTTP3","1292","Protected Payload (KP0), PKN: 4, STREAM(3), SETTINGS"
"94","3.224788","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","QUIC","140","Handshake, DCID=ee2867091f62f7ff, PKN: 5, ACK, CRYPTO"
"95","3.225173","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","690","Protected Payload (KP0), PKN: 5, CRYPTO"
"96","3.225408","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","HTTP3","1288","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 6, ACK, STREAM(2), PRIORITY_UPDATE, STREAM(10)"
"97","3.225504","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","HTTP3","1288","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 7, STREAM(10), STREAM(0), HEADERS"
"98","3.225559","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","QUIC","1292","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 8, STREAM(0)"
"99","3.225631","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","HTTP3","866","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 9, STREAM(0), DATA"
"100","3.225804","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","87","Protected Payload (KP0), PKN: 6, ACK"
"101","3.227382","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","HTTP3","1292","Protected Payload (KP0), PKN: 9, STREAM(3), SETTINGS"
"102","3.227781","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","HTTP3","1292","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 11, ACK, STREAM(2), PRIORITY_UPDATE, STREAM(10)"
"103","3.228815","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","146","Application Data"
"104","3.235944","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","182","Protected Payload (KP0), PKN: 10, DONE, NT, NCI"
"105","3.236175","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","QUIC","95","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 12, ACK"
"106","3.239145","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","87","Protected Payload (KP0), PKN: 11, ACK"
"107","3.241125","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","HTTP3","91","Protected Payload (KP0), PKN: 12, ACK, STREAM(7)"
"108","3.241290","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","QUIC","95","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 13, ACK"
"109","3.243282","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","87","Protected Payload (KP0), PKN: 13, ACK"
"110","3.244486","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","87","Protected Payload (KP0), PKN: 14, ACK"
"111","3.245982","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","89","Protected Payload (KP0), PKN: 15, ACK"
"112","3.274162","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51770  >  443 [ACK] Seq=167 Ack=802 Win=512 Len=0"
"113","3.323139","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","HTTP3","623","Protected Payload (KP0), PKN: 16, STREAM(11), STREAM(0), HEADERS, DATA"
"114","3.323638","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","HTTP3","97","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 14, ACK, STREAM(6)"
"115","3.323991","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","119","Protected Payload (KP0), PKN: 17, PADDING, STREAM(0)"
"116","3.349985","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200e","QUIC","94","Protected Payload (KP0), DCID=ee2867091f62f7ff, PKN: 15, ACK"
"117","3.358044","2a00:1450:4028:800::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","86","Protected Payload (KP0), PKN: 18, ACK"
"118","4.068392","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:800::200a","UDP","91","51173  >  443 Len=29"
"119","4.079980","2a00:1450:4028:800::200a","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","UDP","87","443  >  51173 Len=25"
"120","4.467952","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","QUIC","1292","Initial, DCID=25515d4cd6505b6a, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, CRYPTO, PADDING"
"121","4.467966","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","HTTP3","140","0-RTT, DCID=25515d4cd6505b6a, PKN: 2, STREAM(2), SETTINGS"
"122","4.507514","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","1292","Initial, SCID=e5515d4cd6505b6a, PKN: 1, ACK, PADDING"
"123","4.521234","2001:4cd0:dc00:1::684d:ca63","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","98","Application Data"
"124","4.521309","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::684d:ca63","TCP","74","51875  >  443 [ACK] Seq=1 Ack=25 Win=1023 Len=0"
"125","4.522261","2001:4cd0:dc00:1::684d:ca63","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51875 [FIN, ACK] Seq=25 Ack=1 Win=1850 Len=0"
"126","4.522289","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::684d:ca63","TCP","74","51875  >  443 [ACK] Seq=1 Ack=26 Win=1023 Len=0"
"127","4.541400","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","HTTP3","1292","Protected Payload (KP0), PKN: 4, STREAM(3), SETTINGS"
"128","4.541987","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","QUIC","140","Handshake, DCID=e5515d4cd6505b6a, PKN: 3, ACK, CRYPTO"
"129","4.542367","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","865","Protected Payload (KP0), PKN: 5, CRYPTO"
"130","4.542376","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","HTTP3","1288","Protected Payload (KP0), DCID=e5515d4cd6505b6a, PKN: 4, ACK, STREAM(2), PRIORITY_UPDATE, STREAM(10), STREAM(0), HEADERS"
"131","4.542449","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","QUIC","1292","Protected Payload (KP0), DCID=e5515d4cd6505b6a, PKN: 5, STREAM(0)"
"132","4.542502","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","HTTP3","811","Protected Payload (KP0), DCID=e5515d4cd6505b6a, PKN: 6, STREAM(0), DATA"
"133","4.543465","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","233","Protected Payload (KP0), PKN: 6, CRYPTO"
"134","4.543685","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","QUIC","94","Protected Payload (KP0), DCID=e5515d4cd6505b6a, PKN: 7, ACK"
"135","4.544009","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","86","Protected Payload (KP0), PKN: 7, ACK"
"136","4.552390","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","182","Protected Payload (KP0), PKN: 8, DONE, NT, NCI"
"137","4.554452","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","HTTP3","91","Protected Payload (KP0), PKN: 9, ACK, STREAM(7)"
"138","4.554720","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","QUIC","93","Protected Payload (KP0), DCID=e5515d4cd6505b6a, PKN: 8, ACK"
"139","4.556087","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","87","Protected Payload (KP0), PKN: 10, ACK"
"140","4.557677","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","87","Protected Payload (KP0), PKN: 11, ACK"
"141","4.770614","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","QUIC","91","Protected Payload (KP0), DCID=e5515d4cd6505b6a, PKN: 9, PADDING, PING"
"142","4.796009","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","HTTP3","855","Protected Payload (KP0), PKN: 12, ACK, STREAM(11), STREAM(0), HEADERS, DATA"
"143","4.796362","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::200e","HTTP3","97","Protected Payload (KP0), DCID=e5515d4cd6505b6a, PKN: 10, ACK, STREAM(6)"
"144","4.797947","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","HTTP3","96","Protected Payload (KP0), PKN: 13, STREAM(0), DATA"
"145","4.798553","2a00:1450:4028:801::200e","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","QUIC","285","Protected Payload (KP0), PKN: 14, PADDING, STREAM(0)"
